"termname","weekname","subject","taskname","description","video_url"
"Term 3","Week 21","Mathematics","One-Step Equations Involving Multiplication","a","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/1148565521?h=2901db5c96&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture; clipboard-write; encrypted-media; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""One step equations involving multiplication""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>"
"Term 3","Week 21","Mathematics","Two-Step Equations","a","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/1148466648?h=74cc8a2b47&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture; clipboard-write; encrypted-media; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Two Step Equations""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>"
"Term 3","Week 23","English","Greek and Latin Roots","a",NULL
"Term 3","Week 23","English","Homophones and Homographs","a",NULL
"Term 3","Week 22","Mathematics","Equations involving parentheses",NULL,NULL
"Term 3","Week 22","Mathematics","Forming linear equations to solve problems",NULL,NULL
"Term 3","Week 22","Mathematics","Problem solving of linear equations",NULL,NULL
"Term 3","Week 22","Mathematics","The Axis of Symmetry",NULL,NULL
"Term 3","Week 23","Mathematics","Transformations: Reflections",NULL,NULL
"Term 3","Week 23","Mathematics","Transformations: Rotations",NULL,NULL
"Term 3","Week 23","Mathematics","Transformations: Translations",NULL,NULL
"Term 3","Week 23","Mathematics","Rotational Symmetry","s","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/1148463813?h=a059a20b2a&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture; clipboard-write; encrypted-media; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Rotational Symmetry""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>"
"Term 3","Week 24","Mathematics","Simplifying Ratios 1",NULL,NULL
"Term 3","Week 24","Mathematics","Simplifying Ratios 2",NULL,NULL
"Term 3","Week 24","Mathematics","Finding ratios",NULL,NULL
"Term 3","Week 25","Mathematics","Equivalent Ratios",NULL,NULL
"Term 3","Week 25","Mathematics","Problem-solving involving ratios (Problem questions)",NULL,NULL
"Term 3","Week 25","Mathematics","Ratios involving rational numbers (Dividing Quantities in a Given Ratio)",NULL,NULL
"Term 3","Week 24","English","Related Words",NULL,NULL
"Term 3","Week 24","English","Positive and Negative Connotation",NULL,NULL
"Term 1","Week 2","English","Simple Subject and Simple Predicate",NULL,NULL
"Term 1","Week 2","English","Complete Subject and Complete Predicate",NULL,NULL
"Term 3","Week 26","Mathematics","Types of Triangles","q","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/1148459444?h=2d80fb08cb&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture; clipboard-write; encrypted-media; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Types of Triangles Y5""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>"
"Term 3","Week 26","Mathematics","Angle Sum of a Triangle",NULL,NULL
"Term 3","Week 26","Mathematics","Travel Graphs",NULL,NULL
"Term 3","Week 26","Mathematics","Best Buys",NULL,NULL
"Term 3","Week 26","Mathematics","Exterior Angle of a Triangle",NULL,NULL
"Term 1","Week 1","English","Types of Sentences",NULL,NULL
"Term 3","Week 27","Mathematics","Length Conversions 2","a","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/1148452070?h=0007de9c7e&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture; clipboard-write; encrypted-media; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""LENGTH CONVERSIONS 2 FULL""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>"
"Term 3","Week 27","Mathematics","Types of Quadrilaterals","a","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/1148450622?h=35239cdc1b&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture; clipboard-write; encrypted-media; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Types of Quadrilateral Y5""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>"
"Term 3","Week 27","Mathematics","Angle Sum of a Quadrilateral","a","<div style=""padding:50.99% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/1148450263?h=ac0a1fca93&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture; clipboard-write; encrypted-media; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""1 -Angle Sum Property – Triangle And Quadrilateral""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>"
"Term 3","Week 27","Mathematics","Length Conversions 1","a","<div style=""padding:50.99% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/1148449621?h=80a8b08077&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture; clipboard-write; encrypted-media; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""1 - Length Conversions""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>"
"Term 3","Week 28","Mathematics","Language of Chance","a","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/1148449105?h=8da1e2984e&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture; clipboard-write; encrypted-media; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Language of Chance""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>"
"Term 3","Week 28","Mathematics","Probability Basics","a","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/1148447571?h=0978fd9c41&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture; clipboard-write; encrypted-media; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Probability Basics Y5 Week 40""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>"
"Term 3","Week 28","Mathematics","Perimeter 1","a","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/1148446448?h=3e12952c10&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture; clipboard-write; encrypted-media; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Perimeter Y5""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>"
"Term 3","Week 28","Mathematics","Perimeter 2",NULL,NULL
"Term 3","Week 29","Mathematics","Chance Experiments","a","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/1148445042?h=bc2fe0078b&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture; clipboard-write; encrypted-media; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Chance Experiments""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>"
"Term 3","Week 29","Mathematics","Averages 1",NULL,NULL
"Term 3","Week 29","Mathematics","Averages 2",NULL,NULL
"Term 1","Week 3","English","Complete Sentences",NULL,NULL
"Term 1","Week 3","English","Fragments and Run-ons",NULL,NULL
"Term 3","Week 29","Mathematics","Experimental Probability",NULL,NULL
"Term 1","Week 5","English","Phrases and Clauses",NULL,NULL
"Term 1","Week 5","English","Appositives and Appositive Phrases",NULL,NULL
"Term 3","Week 30","Mathematics","The Range and the Mode",NULL,NULL
"Term 3","Week 30","Mathematics","The Median",NULL,NULL
"Term 3","Week 30","Mathematics","The Mean",NULL,NULL
"Term 3","Week 30","Mathematics","Finding the Mean from a Table",NULL,NULL
"Term 3","Week 30","Mathematics","Finding the Median from a Table",NULL,NULL
"Term 1","Week 4","English","Subject and Object Personal Pronouns","a",NULL
"Term 1","Week 4","English","Possessive Pronouns and Reflexive Pronouns","a",NULL
"Term 4","Week 31","Mathematics","Area of Rectangles and Squares","a","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/1148436896?h=abda979440&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture; clipboard-write; encrypted-media; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Area of Squares and Rectangles Y5""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>"
"Term 4","Week 31","Mathematics","Area of a triangle 1",NULL,NULL
"Term 4","Week 31","Mathematics","Area of a triangle 2",NULL,NULL
"Term 1","Week 8","English","Main Verbs and Helping Verbs",NULL,NULL
"Term 1","Week 8","English","Transitive and Intransitive Verbs","a","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/1148586691?h=9aee925adf&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture; clipboard-write; encrypted-media; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Transitive and Intransitive Verbs Y3""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>"
"Term 4","Week 32","Mathematics","Area of Composite Shapes 1",NULL,NULL
"Term 4","Week 32","Mathematics","Area of Composite Shapes 2",NULL,NULL
"Term 4","Week 32","Mathematics","Area of Parallelograms",NULL,NULL
"Term 4","Week 33","Mathematics","Volume of Rectangular Prisms",NULL,NULL
"Term 4","Week 33","Mathematics","Solids",NULL,NULL
"Term 4","Week 33","Mathematics","Top, Front and Side Views","a","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/1141789686?h=0c51bfa2b0&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479%2Fembed"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen="""" frameborder=""0"" style=""position:absolute;top:0;left:0;width:100%;height:100%;""></iframe></div>"
"Term 1","Week 9","English","Subject-Verb Agreement","a","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/1142992394?h=12ec77a02f&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture; clipboard-write; encrypted-media; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Subject Verb Agreement Y3""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>"
"Term 1","Week 9","English","Pronoun-Antecedent Agreement",NULL,NULL
"Term 1","Week 6","English","Simple and Compound Sentences","a","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/1143064168?h=a041f4b015&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture; clipboard-write; encrypted-media; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Simple and Compound Sentences Y3""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>"
"Term 1","Week 6","English","Compound Subjects and Compound Predicates",NULL,NULL
"Term 1","Week 7","English","Independent and Dependent Clauses",NULL,NULL
"Term 1","Week 7","English","Coordinating and Subordinating Conjunctions",NULL,NULL
"Term 2","Week 11","English","Verb Tense: Present","a","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/1122696891?h=818282f482&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture; clipboard-write; encrypted-media; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Verb Tense – Present""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>"
"Term 2","Week 11","English","Verb Tense: Past",NULL,NULL
"Term 4","Week 34","Mathematics","Nets of Solid Shapes","a","<div style=""padding:75% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/1148420088?h=3f34a8b554&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture; clipboard-write; encrypted-media; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Nets Of Solid Shapes - Yr 7 - Week 34""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>"
"Term 4","Week 34","Mathematics","Types of Data",NULL,NULL
"Term 4","Week 34","Mathematics","mass","a","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/1148419715?h=53f88fb424&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture; clipboard-write; encrypted-media; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""MASS CONVERSIONS FULL""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>"
"Term 4","Week 35","Mathematics","Column Graphs","a","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/1148564655?h=b40c070f54&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture; clipboard-write; encrypted-media; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Column Graph""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>"
